run_id,timestamp,phase,repetition_id,physical_gpu,gpu_uuid,method,model,model_path,context,batch,decode,warmup,backend,fp16_backend_selected,dtype,tpot_ms,tok_s,decode_wall_ms,output_tokens,protocol_counters,tokens,nan_inf,workload_sha256,run_valid,invalid_reason
context_scaling_FP16_gpu5_ctx2048_b1_dec8_measured1,2026-08-28T00:11:48+0800,measured,0,5,GPU-0988a195-2c6a-3363-a9cc-ed32c09d8029,FP16,Qwen3-8B,/home/qinch2023/modelscope_models/Qwen3-8B,2048,1,8,1,sdpa,sdpa,torch.float16,53.1064338684082,18.830110161000228,424.8514709472656,8,{},"[[25], [6979], [264], [8500], [323], [2874], [911], [43893]]",False,221ed25c430f13478156e65a921ce578d98468084daf220ea8870265b071d743,True,
context_scaling_FP16_gpu5_ctx2048_b1_dec8_measured2,2026-08-28T00:11:50+0800,measured,1,5,GPU-0988a195-2c6a-3363-a9cc-ed32c09d8029,FP16,Qwen3-8B,/home/qinch2023/modelscope_models/Qwen3-8B,2048,1,8,1,sdpa,sdpa,torch.float16,42.31513595581055,23.63220576779652,338.5210876464844,8,{},"[[25], [6979], [264], [8500], [323], [2874], [911], [43893]]",False,221ed25c430f13478156e65a921ce578d98468084daf220ea8870265b071d743,True,
context_scaling_FP16_gpu5_ctx2048_b1_dec8_measured3,2026-08-28T00:11:51+0800,measured,2,5,GPU-0988a195-2c6a-3363-a9cc-ed32c09d8029,FP16,Qwen3-8B,/home/qinch2023/modelscope_models/Qwen3-8B,2048,1,8,1,sdpa,sdpa,torch.float16,41.382015228271484,24.165087042856655,331.0561218261719,8,{},"[[25], [6979], [264], [8500], [323], [2874], [911], [43893]]",False,221ed25c430f13478156e65a921ce578d98468084daf220ea8870265b071d743,True,
context_scaling_CAUSAL_gpu5_ctx2048_b1_dec8_measured1,2026-08-28T00:12:23+0800,measured,0,5,GPU-0988a195-2c6a-3363-a9cc-ed32c09d8029,CAUSAL,Qwen3-8B,/home/qinch2023/modelscope_models/Qwen3-8B,2048,1,8,1,CUDA_COMPRESSED_LEGACY,sdpa,torch.float16,350.5948181152344,2.8522954371542295,2804.758544921875,8,"{'historical_fp16_k_materialization_calls': 0, 'historical_fp16_k_materialized_bytes': 0, 'historical_fp16_v_materialization_calls': 0, 'historical_fp16_v_materialized_bytes': 0, 'page_local_v_materialization_calls': 0, 'page_local_v_materialized_bytes': 0, 'serial_request_forward_dispatches': 0, 'serial_attention_dispatches': 0, 'fallback_count': 0, 'prefill_calls': 0, 'prefill_tokens': 0, 'refill_calls': 0, 'membership_changes': 0, 'page_batch_page_batch_decode_calls': 0, 'page_batch_page_batch_pack_calls': 0, 'page_batch_logical_pages_processed': 0, 'page_batch_v2_pages_processed': 0, 'page_batch_v4_pages_processed': 0, 'page_batch_v2_tokens_processed': 0, 'page_batch_v4_tokens_processed': 0, 'page_batch_page_value_materialization_calls': 0, 'page_batch_page_value_materialized_bytes': 0, 'page_batch_historical_v_materialization_bytes': 0, 'page_batch_python_serial_b1_dispatches': 0, 'page_batch_host_sync_item_calls': 0, 'page_batch_gpu_tensor_item_calls': 0, 'page_batch_matmul_calls': 0, 'page_batch_accumulate_calls': 0, 'page_batch_attention_slice_calls': 0, 'page_batch_repeat_kv_calls': 0, 'real_decode_real_decode_steps': 0, 'real_decode_fused_page_operator_calls': 0, 'real_decode_legacy_mixed_v_operator_calls': 288, 'real_decode_serial_b1_dispatches': 0, 'real_decode_operator_ready_pool_full_rebuilds': 0, 'real_decode_operator_ready_pool_incremental_updates': 0, 'real_decode_new_pages_allocated': 0, 'real_decode_page_value_materialization_bytes': 0, 'real_decode_historical_v_materialization_bytes': 0, 'real_decode_gpu_tensor_item_calls_hot_path': 0, 'real_decode_python_page_dispatches': 0}","[[25], [6979], [264], [8500], [323], [2874], [911], [43893]]",False,221ed25c430f13478156e65a921ce578d98468084daf220ea8870265b071d743,True,
context_scaling_CAUSAL_gpu5_ctx2048_b1_dec8_measured2,2026-08-28T00:12:32+0800,measured,1,5,GPU-0988a195-2c6a-3363-a9cc-ed32c09d8029,CAUSAL,Qwen3-8B,/home/qinch2023/modelscope_models/Qwen3-8B,2048,1,8,1,CUDA_COMPRESSED_LEGACY,sdpa,torch.float16,279.81964111328125,3.5737305502266845,2238.55712890625,8,"{'historical_fp16_k_materialization_calls': 0, 'historical_fp16_k_materialized_bytes': 0, 'historical_fp16_v_materialization_calls': 0, 'historical_fp16_v_materialized_bytes': 0, 'page_local_v_materialization_calls': 0, 'page_local_v_materialized_bytes': 0, 'serial_request_forward_dispatches': 0, 'serial_attention_dispatches': 0, 'fallback_count': 0, 'prefill_calls': 0, 'prefill_tokens': 0, 'refill_calls': 0, 'membership_changes': 0, 'page_batch_page_batch_decode_calls': 0, 'page_batch_page_batch_pack_calls': 0, 'page_batch_logical_pages_processed': 0, 'page_batch_v2_pages_processed': 0, 'page_batch_v4_pages_processed': 0, 'page_batch_v2_tokens_processed': 0, 'page_batch_v4_tokens_processed': 0, 'page_batch_page_value_materialization_calls': 0, 'page_batch_page_value_materialized_bytes': 0, 'page_batch_historical_v_materialization_bytes': 0, 'page_batch_python_serial_b1_dispatches': 0, 'page_batch_host_sync_item_calls': 0, 'page_batch_gpu_tensor_item_calls': 0, 'page_batch_matmul_calls': 0, 'page_batch_accumulate_calls': 0, 'page_batch_attention_slice_calls': 0, 'page_batch_repeat_kv_calls': 0, 'real_decode_real_decode_steps': 0, 'real_decode_fused_page_operator_calls': 0, 'real_decode_legacy_mixed_v_operator_calls': 288, 'real_decode_serial_b1_dispatches': 0, 'real_decode_operator_ready_pool_full_rebuilds': 0, 'real_decode_operator_ready_pool_incremental_updates': 0, 'real_decode_new_pages_allocated': 0, 'real_decode_page_value_materialization_bytes': 0, 'real_decode_historical_v_materialization_bytes': 0, 'real_decode_gpu_tensor_item_calls_hot_path': 0, 'real_decode_python_page_dispatches': 0}","[[25], [6979], [264], [8500], [323], [2874], [911], [43893]]",False,221ed25c430f13478156e65a921ce578d98468084daf220ea8870265b071d743,True,
context_scaling_CAUSAL_gpu5_ctx2048_b1_dec8_measured3,2026-08-28T00:12:42+0800,measured,2,5,GPU-0988a195-2c6a-3363-a9cc-ed32c09d8029,CAUSAL,Qwen3-8B,/home/qinch2023/modelscope_models/Qwen3-8B,2048,1,8,1,CUDA_COMPRESSED_LEGACY,sdpa,torch.float16,278.6713562011719,3.588456358170172,2229.370849609375,8,"{'historical_fp16_k_materialization_calls': 0, 'historical_fp16_k_materialized_bytes': 0, 'historical_fp16_v_materialization_calls': 0, 'historical_fp16_v_materialized_bytes': 0, 'page_local_v_materialization_calls': 0, 'page_local_v_materialized_bytes': 0, 'serial_request_forward_dispatches': 0, 'serial_attention_dispatches': 0, 'fallback_count': 0, 'prefill_calls': 0, 'prefill_tokens': 0, 'refill_calls': 0, 'membership_changes': 0, 'page_batch_page_batch_decode_calls': 0, 'page_batch_page_batch_pack_calls': 0, 'page_batch_logical_pages_processed': 0, 'page_batch_v2_pages_processed': 0, 'page_batch_v4_pages_processed': 0, 'page_batch_v2_tokens_processed': 0, 'page_batch_v4_tokens_processed': 0, 'page_batch_page_value_materialization_calls': 0, 'page_batch_page_value_materialized_bytes': 0, 'page_batch_historical_v_materialization_bytes': 0, 'page_batch_python_serial_b1_dispatches': 0, 'page_batch_host_sync_item_calls': 0, 'page_batch_gpu_tensor_item_calls': 0, 'page_batch_matmul_calls': 0, 'page_batch_accumulate_calls': 0, 'page_batch_attention_slice_calls': 0, 'page_batch_repeat_kv_calls': 0, 'real_decode_real_decode_steps': 0, 'real_decode_fused_page_operator_calls': 0, 'real_decode_legacy_mixed_v_operator_calls': 288, 'real_decode_serial_b1_dispatches': 0, 'real_decode_operator_ready_pool_full_rebuilds': 0, 'real_decode_operator_ready_pool_incremental_updates': 0, 'real_decode_new_pages_allocated': 0, 'real_decode_page_value_materialization_bytes': 0, 'real_decode_historical_v_materialization_bytes': 0, 'real_decode_gpu_tensor_item_calls_hot_path': 0, 'real_decode_python_page_dispatches': 0}","[[25], [6979], [264], [8500], [323], [2874], [911], [43893]]",False,221ed25c430f13478156e65a921ce578d98468084daf220ea8870265b071d743,True,
context_scaling_FP16_gpu5_ctx4096_b1_dec8_measured1,2026-08-28T00:12:56+0800,measured,0,5,GPU-0988a195-2c6a-3363-a9cc-ed32c09d8029,FP16,Qwen3-8B,/home/qinch2023/modelscope_models/Qwen3-8B,4096,1,8,1,sdpa,sdpa,torch.float16,50.797054290771484,19.686180900880984,406.3764343261719,8,{},"[[323], [2874], [911], [43893], [34784], [15516], [13], [49795]]",False,179861a619bec479ec78f5781cae8a07638247e7742a6e50a05261176aa1a275,True,
context_scaling_FP16_gpu5_ctx4096_b1_dec8_measured2,2026-08-28T00:12:57+0800,measured,1,5,GPU-0988a195-2c6a-3363-a9cc-ed32c09d8029,FP16,Qwen3-8B,/home/qinch2023/modelscope_models/Qwen3-8B,4096,1,8,1,sdpa,sdpa,torch.float16,50.98457717895508,19.613774504592154,407.8766174316406,8,{},"[[323], [2874], [911], [43893], [34784], [15516], [13], [49795]]",False,179861a619bec479ec78f5781cae8a07638247e7742a6e50a05261176aa1a275,True,
context_scaling_FP16_gpu5_ctx4096_b1_dec8_measured3,2026-08-28T00:12:59+0800,measured,2,5,GPU-0988a195-2c6a-3363-a9cc-ed32c09d8029,FP16,Qwen3-8B,/home/qinch2023/modelscope_models/Qwen3-8B,4096,1,8,1,sdpa,sdpa,torch.float16,50.76902389526367,19.697049958317038,406.1521911621094,8,{},"[[323], [2874], [911], [43893], [34784], [15516], [13], [49795]]",False,179861a619bec479ec78f5781cae8a07638247e7742a6e50a05261176aa1a275,True,
context_scaling_CAUSAL_gpu5_ctx4096_b1_dec8_measured1,2026-08-28T00:13:45+0800,measured,0,5,GPU-0988a195-2c6a-3363-a9cc-ed32c09d8029,CAUSAL,Qwen3-8B,/home/qinch2023/modelscope_models/Qwen3-8B,4096,1,8,1,CUDA_COMPRESSED_LEGACY,sdpa,torch.float16,341.9635314941406,2.9242884340055264,2735.708251953125,8,"{'historical_fp16_k_materialization_calls': 0, 'historical_fp16_k_materialized_bytes': 0, 'historical_fp16_v_materialization_calls': 0, 'historical_fp16_v_materialized_bytes': 0, 'page_local_v_materialization_calls': 0, 'page_local_v_materialized_bytes': 0, 'serial_request_forward_dispatches': 0, 'serial_attention_dispatches': 0, 'fallback_count': 0, 'prefill_calls': 0, 'prefill_tokens': 0, 'refill_calls': 0, 'membership_changes': 0, 'page_batch_page_batch_decode_calls': 0, 'page_batch_page_batch_pack_calls': 0, 'page_batch_logical_pages_processed': 0, 'page_batch_v2_pages_processed': 0, 'page_batch_v4_pages_processed': 0, 'page_batch_v2_tokens_processed': 0, 'page_batch_v4_tokens_processed': 0, 'page_batch_page_value_materialization_calls': 0, 'page_batch_page_value_materialized_bytes': 0, 'page_batch_historical_v_materialization_bytes': 0, 'page_batch_python_serial_b1_dispatches': 0, 'page_batch_host_sync_item_calls': 0, 'page_batch_gpu_tensor_item_calls': 0, 'page_batch_matmul_calls': 0, 'page_batch_accumulate_calls': 0, 'page_batch_attention_slice_calls': 0, 'page_batch_repeat_kv_calls': 0, 'real_decode_real_decode_steps': 0, 'real_decode_fused_page_operator_calls': 0, 'real_decode_legacy_mixed_v_operator_calls': 288, 'real_decode_serial_b1_dispatches': 0, 'real_decode_operator_ready_pool_full_rebuilds': 0, 'real_decode_operator_ready_pool_incremental_updates': 0, 'real_decode_new_pages_allocated': 0, 'real_decode_page_value_materialization_bytes': 0, 'real_decode_historical_v_materialization_bytes': 0, 'real_decode_gpu_tensor_item_calls_hot_path': 0, 'real_decode_python_page_dispatches': 0}","[[323], [2874], [911], [43893], [34784], [15516], [13], [49795]]",False,179861a619bec479ec78f5781cae8a07638247e7742a6e50a05261176aa1a275,True,
