context_tokens,decode_tokens,backend,rounds,mean_tpot_ms,median_tpot_ms,p90_tpot_ms,decode_total_ms,tokens_per_sec,round_cv,peak_allocated_bytes,peak_reserved_bytes,speedup_vs_baseline,improvement_vs_baseline
4096,128,baseline,5,109.73464163541794,107.04434967041016,109.61715316772461,14046.034129333497,9.112892566072226,0.018504068462131224,16341841920,16357785600,1.0,0.0
4096,128,chunked_capacity,5,99.74576965570449,95.66361236572266,101.7630729675293,12767.458515930175,10.02548783223319,0.026790779576039824,16352387584,16366174208,1.1001433144903523,0.09102751720737787
4096,128,fixed_capacity,5,99.25464661121369,95.81824111938477,99.48057556152344,12704.594766235352,10.075095062471574,0.017950341854435784,17257996800,17284726784,1.105586946123087,0.09550306874854489
4096,512,baseline,5,106.41047197282315,103.5673599243164,103.67180633544922,54482.16165008545,9.397571324139944,0.005307161114341253,16367501312,16435380224,1.0,0.0
4096,512,chunked_capacity,5,96.87035315036773,93.92435455322266,94.49369430541992,49597.62081298828,10.32307581709486,0.005886368762277905,16373799936,16468934656,1.098483369908301,0.08965394707479471
4096,512,fixed_capacity,5,97.3197071671486,94.81779479980469,95.98925018310547,49827.69006958008,10.275411107459247,0.011417638867214641,17272398336,17360224256,1.0934113456595278,0.08543111065230781
8192,128,baseline,5,110.5882961153984,108.35712051391602,109.2254753112793,14155.301902770996,9.042548218271708,0.007852233304803252,16555657216,16575889408,1.0,0.0
8192,128,chunked_capacity,5,100.14927676916122,97.7623062133789,99.10271835327148,12819.107426452636,9.985094573423101,0.015464096479891089,16492659200,16519266304,1.1042345954259718,0.09439533578982098
8192,128,fixed_capacity,5,100.24797437191009,97.37164688110352,99.3146858215332,12831.740719604491,9.97526390199266,0.010814552020006366,17349902848,17372807168,1.1031474382228088,0.09350285795793649
8192,512,baseline,5,108.98323356807232,106.05311965942383,107.26246643066406,55799.41558685303,9.175723340741099,0.0130861542830779,16580991488,16668164096,1.0,0.0
8192,512,chunked_capacity,5,99.25399568974971,96.41830062866211,96.52275085449219,50818.045793151854,10.075161136341771,0.004952471277155505,16519277568,16609443840,1.0980236393579001,0.08927279508774714
8192,512,fixed_capacity,5,99.12618398070336,96.05376052856445,96.4213752746582,50752.60619812012,10.088151887241695,0.005352950175811029,17364304384,17444110336,1.0994394133974512,0.0904455599696638
16384,128,baseline,5,111.17053923606872,108.0821762084961,109.1563491821289,14229.829022216796,8.995188895112916,0.007934636317872409,16989702144,16999514112,1.0,0.0
16384,128,chunked_capacity,5,102.24816951751708,99.40224075317383,103.05331039428711,13087.765698242187,9.780126184348765,0.016229582055649765,16732972544,16785604608,1.0872619017108474,0.08025840101040742
16384,128,fixed_capacity,5,100.39050093889236,98.19801712036133,98.40230560302734,12849.984120178222,9.961101803931623,0.0026930879265939334,17536476672,17601396736,1.1073810589284554,0.09696848077965274
16384,512,baseline,5,110.59441075921059,107.15238189697266,108.83327865600586,56624.33830871582,9.042048265687038,0.0054880195867307805,17015036416,17175674880,1.0,0.0
16384,512,chunked_capacity,5,101.21766284704208,98.27942276000977,98.87641525268555,51823.443377685544,9.879698580979667,0.003965756459513885,17095536640,17156800512,1.0926394430420554,0.08478500719700784
16384,512,fixed_capacity,5,100.90478677749634,97.92614364624023,98.77503967285156,51663.25083007813,9.910332620840727,0.006675128004315656,17550331392,17670602752,1.0960273966296634,0.08761404771901886
32768,128,baseline,5,115.46677272319793,111.73324584960938,116.2163200378418,14779.746908569336,8.660500128441663,0.015784692455990658,17857792000,17869832192,1.0,0.0
32768,128,chunked_capacity,5,105.17043356895446,102.64985275268555,103.03488159179688,13461.815496826172,9.508375748440317,0.006346664590398833,17339096576,17360224256,1.0979014615119251,0.08917144656780449
32768,128,fixed_capacity,5,105.54405121803283,103.2063980102539,103.4332160949707,13509.638555908203,9.474716845331251,0.004115119094858634,17915584000,17945329664,1.0940149765965184,0.08593573086997319
32768,512,baseline,5,114.84942242801189,111.81517028808594,112.22016143798828,58802.90428314209,8.707052929472104,0.004014052510670722,17883126272,17901289472,1.0,0.0
32768,512,chunked_capacity,5,106.82598243653774,103.91449737548828,106.56614303588867,54694.903007507324,9.361018519947349,0.007865145751215812,17928689664,17972592640,1.0751075703538757,0.0698605166822086
32768,512,fixed_capacity,5,107.64700598418713,103.68870544433594,104.92006301879883,55115.26706390381,9.289622046217389,0.01486231944169485,17929457152,18016632832,1.066907726582593,0.06271182119648241
