context_tokens,component,us_per_token,share_percent,calls_per_token,timer_type,inclusive_or_exclusive
8192,mixed_v_total,35101.08247026801,21.057622590492326,32.0,cuda_event,nested_detail_not_added_to_top_level_total
8192,mixed_v_mapping_layout,18264.530520653352,10.95714329671241,96.0,cuda_event,nested_detail_not_added_to_top_level_total
8192,mixed_v_v2_compute,5642.816001898609,3.3852030009678633,32.0,cuda_event,nested_detail_not_added_to_top_level_total
8192,mixed_v_v4_compute,4071.4880322339013,2.442541720390229,32.0,cuda_event,nested_detail_not_added_to_top_level_total
8192,mixed_v_output_reduce,1033.5999961243942,0.6200708666565415,32.0,cuda_event,nested_detail_not_added_to_top_level_total
16384,mixed_v_total,37248.33600409329,23.919205646313685,32.0,cuda_event,nested_detail_not_added_to_top_level_total
16384,mixed_v_mapping_layout,17845.356759848073,11.459485280731283,96.0,cuda_event,nested_detail_not_added_to_top_level_total
16384,mixed_v_v2_compute,8335.616012685932,5.352757599003342,32.0,cuda_event,nested_detail_not_added_to_top_level_total
16384,mixed_v_v4_compute,4716.144010308199,3.028495512599431,32.0,cuda_event,nested_detail_not_added_to_top_level_total
16384,mixed_v_output_reduce,819.9279991677031,0.5265208739823332,32.0,cuda_event,nested_detail_not_added_to_top_level_total
32768,mixed_v_total,41570.86400222033,26.49762321835051,32.0,cuda_event,nested_detail_not_added_to_top_level_total
32768,mixed_v_mapping_layout,17659.742520423606,11.256470479282681,96.0,cuda_event,nested_detail_not_added_to_top_level_total
32768,mixed_v_v2_compute,12016.008048318326,7.659105998759143,32.0,cuda_event,nested_detail_not_added_to_top_level_total
32768,mixed_v_v4_compute,6885.27197483927,4.388731072209966,32.0,cuda_event,nested_detail_not_added_to_top_level_total
32768,mixed_v_output_reduce,151.55199932996766,0.0966005367610042,32.0,cuda_event,nested_detail_not_added_to_top_level_total
