backend,decode_position,k_assignment_disagreement_rate,layer,task_key,v_assignment_disagreement_rate,v_gate_disagreement_rate
production,256,0.0,0,aime24:p12:s0:seed12042,0.0,0.0
production,256,0.0009765625,1,aime24:p12:s0:seed12042,0.00048828125,0.00048828125
production,256,0.0,2,aime24:p12:s0:seed12042,0.0,0.00048828125
production,256,0.00048828125,3,aime24:p12:s0:seed12042,0.00048828125,0.0
production,256,0.0,4,aime24:p12:s0:seed12042,0.0009765625,0.0009765625
production,256,0.00048828125,5,aime24:p12:s0:seed12042,0.00146484375,0.00146484375
production,256,0.00048828125,6,aime24:p12:s0:seed12042,0.00048828125,0.00048828125
production,256,0.0,7,aime24:p12:s0:seed12042,0.0029296875,0.0009765625
production,256,0.0,8,aime24:p12:s0:seed12042,0.00146484375,0.00146484375
production,256,0.00048828125,9,aime24:p12:s0:seed12042,0.00244140625,0.0
production,256,0.001953125,10,aime24:p12:s0:seed12042,0.00390625,0.00146484375
production,256,0.00146484375,11,aime24:p12:s0:seed12042,0.0029296875,0.0009765625
production,256,0.0,12,aime24:p12:s0:seed12042,0.00146484375,0.00244140625
production,256,0.0009765625,13,aime24:p12:s0:seed12042,0.0029296875,0.0
production,256,0.00048828125,14,aime24:p12:s0:seed12042,0.0009765625,0.0009765625
production,256,0.00048828125,15,aime24:p12:s0:seed12042,0.001953125,0.0009765625
production,256,0.0,16,aime24:p12:s0:seed12042,0.001953125,0.0009765625
production,256,0.0009765625,17,aime24:p12:s0:seed12042,0.00244140625,0.00146484375
production,256,0.00146484375,18,aime24:p12:s0:seed12042,0.00048828125,0.0029296875
production,256,0.001953125,19,aime24:p12:s0:seed12042,0.00048828125,0.0009765625
production,256,0.0,20,aime24:p12:s0:seed12042,0.001953125,0.0009765625
production,256,0.00146484375,21,aime24:p12:s0:seed12042,0.0009765625,0.001953125
production,256,0.0009765625,22,aime24:p12:s0:seed12042,0.0009765625,0.00048828125
production,256,0.00048828125,23,aime24:p12:s0:seed12042,0.001953125,0.00146484375
production,256,0.0009765625,24,aime24:p12:s0:seed12042,0.00244140625,0.00146484375
production,256,0.00146484375,25,aime24:p12:s0:seed12042,0.00244140625,0.00048828125
production,256,0.00048828125,26,aime24:p12:s0:seed12042,0.005859375,0.00048828125
production,256,0.001953125,27,aime24:p12:s0:seed12042,0.00244140625,0.00048828125
production,256,0.00048828125,28,aime24:p12:s0:seed12042,0.00244140625,0.00048828125
production,256,0.001953125,29,aime24:p12:s0:seed12042,0.00244140625,0.00048828125
production,256,0.00146484375,30,aime24:p12:s0:seed12042,0.00390625,0.00048828125
production,256,0.00048828125,31,aime24:p12:s0:seed12042,0.00244140625,0.00146484375
production,256,0.0,0,aime24:p14:s0:seed14042,0.0,0.0
production,256,0.0,1,aime24:p14:s0:seed14042,0.0009765625,0.00048828125
production,256,0.00048828125,2,aime24:p14:s0:seed14042,0.00048828125,0.00048828125
production,256,0.00048828125,3,aime24:p14:s0:seed14042,0.0,0.0
production,256,0.0,4,aime24:p14:s0:seed14042,0.001953125,0.00146484375
production,256,0.0009765625,5,aime24:p14:s0:seed14042,0.00146484375,0.0
production,256,0.0009765625,6,aime24:p14:s0:seed14042,0.0009765625,0.0009765625
production,256,0.00048828125,7,aime24:p14:s0:seed14042,0.0,0.00048828125
production,256,0.0009765625,8,aime24:p14:s0:seed14042,0.00244140625,0.00048828125
production,256,0.00146484375,9,aime24:p14:s0:seed14042,0.0,0.0009765625
production,256,0.0009765625,10,aime24:p14:s0:seed14042,0.00146484375,0.00048828125
production,256,0.00048828125,11,aime24:p14:s0:seed14042,0.00146484375,0.0
production,256,0.0009765625,12,aime24:p14:s0:seed14042,0.0029296875,0.0009765625
production,256,0.001953125,13,aime24:p14:s0:seed14042,0.00390625,0.00048828125
production,256,0.00146484375,14,aime24:p14:s0:seed14042,0.00146484375,0.0009765625
production,256,0.0009765625,15,aime24:p14:s0:seed14042,0.00146484375,0.00146484375
production,256,0.00048828125,16,aime24:p14:s0:seed14042,0.0,0.0009765625
production,256,0.0029296875,17,aime24:p14:s0:seed14042,0.001953125,0.00048828125
production,256,0.0009765625,18,aime24:p14:s0:seed14042,0.00146484375,0.00048828125
production,256,0.0009765625,19,aime24:p14:s0:seed14042,0.0009765625,0.00244140625
production,256,0.00146484375,20,aime24:p14:s0:seed14042,0.001953125,0.0009765625
production,256,0.00146484375,21,aime24:p14:s0:seed14042,0.0009765625,0.0
production,256,0.0009765625,22,aime24:p14:s0:seed14042,0.001953125,0.0009765625
production,256,0.001953125,23,aime24:p14:s0:seed14042,0.00341796875,0.0009765625
production,256,0.00244140625,24,aime24:p14:s0:seed14042,0.0009765625,0.0009765625
production,256,0.00048828125,25,aime24:p14:s0:seed14042,0.00341796875,0.0009765625
production,256,0.00048828125,26,aime24:p14:s0:seed14042,0.0029296875,0.0009765625
production,256,0.0009765625,27,aime24:p14:s0:seed14042,0.00146484375,0.0009765625
production,256,0.00244140625,28,aime24:p14:s0:seed14042,0.001953125,0.0
production,256,0.0,29,aime24:p14:s0:seed14042,0.001953125,0.0029296875
production,256,0.00048828125,30,aime24:p14:s0:seed14042,0.00146484375,0.00048828125
production,256,0.0,31,aime24:p14:s0:seed14042,0.00390625,0.0009765625
