config,iqr_high,iqr_low,layer,median,metric_name,n_available,p90
kivi_paper_g128,1.867743877286557,1.5313030034012627,final,1.7127258986001834,attention_output_relative_L2,12,2.0360582799243274
kivi_paper_g128,0.4308423474431038,0.3009440526366234,final,0.3780619949102402,hidden_cosine_loss,12,0.4622225165367127
kivi_paper_g128,1.867743877286557,1.5313030034012627,final,1.7127258986001834,hidden_relative_L2,12,2.0360582799243274
kivi_paper_g128,18.4560546875,16.3299560546875,final,17.937255859375,logit_max_abs_diff,12,19.9792724609375
kivi_paper_g128,0.20359516851336418,0.023411319270237985,final,0.09400429493199411,next_token_JS,12,0.27152335896421065
kivi_paper_g128,0.8156373613037857,0.09466821096428735,final,0.41569676094146846,next_token_KL,12,1.1687379356652539
kivi_paper_g128,0.7298235516497016,0.008526876184305365,final,0.4274388059711782,target_token_NLL_delta,12,1.7619752821904513
kivi_paper_g128,0.625,0.0,final,0.0,top1_disagreement,12,1.0
kivi_rolling_k2v2_s0_r128,1.867743877286557,1.5313030034012627,final,1.7127258986001834,attention_output_relative_L2,12,2.0360582799243274
kivi_rolling_k2v2_s0_r128,0.4308423474431038,0.3009440526366234,final,0.3780619949102402,hidden_cosine_loss,12,0.4622225165367127
kivi_rolling_k2v2_s0_r128,1.867743877286557,1.5313030034012627,final,1.7127258986001834,hidden_relative_L2,12,2.0360582799243274
kivi_rolling_k2v2_s0_r128,18.4560546875,16.3299560546875,final,17.937255859375,logit_max_abs_diff,12,19.9792724609375
kivi_rolling_k2v2_s0_r128,0.20359516851336418,0.023411319270237985,final,0.09400429493199411,next_token_JS,12,0.27152335896421065
kivi_rolling_k2v2_s0_r128,0.8156373613037857,0.09466821096428735,final,0.41569676094146846,next_token_KL,12,1.1687379356652539
kivi_rolling_k2v2_s0_r128,0.7298235516497016,0.008526876184305365,final,0.4274388059711782,target_token_NLL_delta,12,1.7619752821904513
kivi_rolling_k2v2_s0_r128,0.625,0.0,final,0.0,top1_disagreement,12,1.0
kivi_rolling_k2v2_s16_r128,0.7031746819993714,0.53252024014364,final,0.6169279780006036,attention_output_relative_L2,12,0.7373014114273246
kivi_rolling_k2v2_s16_r128,0.07143501192331314,0.04617079347372055,final,0.052941903471946716,hidden_cosine_loss,12,0.07447742819786073
kivi_rolling_k2v2_s16_r128,0.7031746819993714,0.53252024014364,final,0.6169279780006036,hidden_relative_L2,12,0.7373014114273246
kivi_rolling_k2v2_s16_r128,8.07586669921875,5.6351318359375,final,6.8446044921875,logit_max_abs_diff,12,8.516308593749999
kivi_rolling_k2v2_s16_r128,0.022192398312758765,0.0021834115993343006,final,0.011471482792556359,next_token_JS,12,0.03422722828182115
kivi_rolling_k2v2_s16_r128,0.08456922565903113,0.008140606269645856,final,0.05009116526083657,next_token_KL,12,0.1294774207312493
kivi_rolling_k2v2_s16_r128,0.42930630239425227,0.003260557067278569,final,0.03858389717106547,target_token_NLL_delta,12,0.4990248722911929
kivi_rolling_k2v2_s16_r128,0.0,0.0,final,0.0,top1_disagreement,12,0.0
pattern_rolling_k2v2_s0_r128,1.6704797552374657,1.3949470481311437,final,1.4843093160598073,attention_output_relative_L2,12,1.8476146399916615
pattern_rolling_k2v2_s0_r128,0.33517349511384964,0.2591675594449043,final,0.2781791388988495,hidden_cosine_loss,12,0.40696112513542176
pattern_rolling_k2v2_s0_r128,1.6704797552374657,1.3949470481311437,final,1.4843093160598073,hidden_relative_L2,12,1.8476146399916615
pattern_rolling_k2v2_s0_r128,17.3995361328125,13.8463134765625,final,14.8126220703125,logit_max_abs_diff,12,17.606005859375
pattern_rolling_k2v2_s0_r128,0.11325415509618902,0.0370592244594542,final,0.06230894420015673,next_token_JS,12,0.1479804060465545
pattern_rolling_k2v2_s0_r128,0.44446462306163464,0.13634087530092165,final,0.23696980700833947,next_token_KL,12,0.5698051211006727
pattern_rolling_k2v2_s0_r128,0.8452541051442779,-0.0019659087374748196,final,0.42938198980709785,target_token_NLL_delta,12,1.0054048862946843
pattern_rolling_k2v2_s0_r128,0.625,0.0,final,0.0,top1_disagreement,12,1.0
pattern_rolling_k2v2_s16_r128,0.601157443903503,0.48019164089055266,final,0.5465083790186327,attention_output_relative_L2,12,0.6945217022846918
pattern_rolling_k2v2_s16_r128,0.05417705327272415,0.031522952020168304,final,0.04160486161708832,hidden_cosine_loss,12,0.06724679172039032
pattern_rolling_k2v2_s16_r128,0.601157443903503,0.48019164089055266,final,0.5465083790186327,hidden_relative_L2,12,0.6945217022846918
pattern_rolling_k2v2_s16_r128,6.54962158203125,5.556373596191406,final,5.85009765625,logit_max_abs_diff,12,8.2574462890625
pattern_rolling_k2v2_s16_r128,0.011670209199052817,0.002417563660458588,final,0.009703649997195085,next_token_JS,12,0.02125962259531339
pattern_rolling_k2v2_s16_r128,0.04252435784642472,0.010429129922838731,final,0.0371508434605356,next_token_KL,12,0.0888909019741197
pattern_rolling_k2v2_s16_r128,0.15215882170264194,-0.06107172943364958,final,0.01096892401619698,target_token_NLL_delta,12,0.21549512925967065
pattern_rolling_k2v2_s16_r128,0.0,0.0,final,0.0,top1_disagreement,12,0.0
patternkv_paper,1.6704797552374657,1.3949470481311437,final,1.4843093160598073,attention_output_relative_L2,12,1.8476146399916615
patternkv_paper,0.33517349511384964,0.2591675594449043,final,0.2781791388988495,hidden_cosine_loss,12,0.40696112513542176
patternkv_paper,1.6704797552374657,1.3949470481311437,final,1.4843093160598073,hidden_relative_L2,12,1.8476146399916615
patternkv_paper,17.3995361328125,13.8463134765625,final,14.8126220703125,logit_max_abs_diff,12,17.606005859375
patternkv_paper,0.11325415509618902,0.0370592244594542,final,0.06230894420015673,next_token_JS,12,0.1479804060465545
patternkv_paper,0.44446462306163464,0.13634087530092165,final,0.23696980700833947,next_token_KL,12,0.5698051211006727
patternkv_paper,0.8452541051442779,-0.0019659087374748196,final,0.42938198980709785,target_token_NLL_delta,12,1.0054048862946843
patternkv_paper,0.625,0.0,final,0.0,top1_disagreement,12,1.0
