acc_auc,config,layer,metric_name,n_available,task_key
2.050048411882017,kivi_paper_g128,final,attention_output_relative_L2,5,aime24:p0:s0:seed42
0.4303787052631378,kivi_paper_g128,final,hidden_cosine_loss,5,aime24:p0:s0:seed42
2.050048411882017,kivi_paper_g128,final,hidden_relative_L2,5,aime24:p0:s0:seed42
20.146240234375,kivi_paper_g128,final,logit_max_abs_diff,5,aime24:p0:s0:seed42
0.2740250492464047,kivi_paper_g128,final,next_token_JS,5,aime24:p0:s0:seed42
1.1837056249546514,kivi_paper_g128,final,next_token_KL,5,aime24:p0:s0:seed42
2.052594023703932,kivi_paper_g128,final,target_token_NLL_delta,5,aime24:p0:s0:seed42
1.0,kivi_paper_g128,final,top1_disagreement,5,aime24:p0:s0:seed42
2.050048411882017,kivi_rolling_k2v2_s0_r128,final,attention_output_relative_L2,5,aime24:p0:s0:seed42
0.4303787052631378,kivi_rolling_k2v2_s0_r128,final,hidden_cosine_loss,5,aime24:p0:s0:seed42
2.050048411882017,kivi_rolling_k2v2_s0_r128,final,hidden_relative_L2,5,aime24:p0:s0:seed42
20.146240234375,kivi_rolling_k2v2_s0_r128,final,logit_max_abs_diff,5,aime24:p0:s0:seed42
0.2740250492464047,kivi_rolling_k2v2_s0_r128,final,next_token_JS,5,aime24:p0:s0:seed42
1.1837056249546514,kivi_rolling_k2v2_s0_r128,final,next_token_KL,5,aime24:p0:s0:seed42
2.052594023703932,kivi_rolling_k2v2_s0_r128,final,target_token_NLL_delta,5,aime24:p0:s0:seed42
1.0,kivi_rolling_k2v2_s0_r128,final,top1_disagreement,5,aime24:p0:s0:seed42
0.661517893022392,kivi_rolling_k2v2_s16_r128,final,attention_output_relative_L2,5,aime24:p0:s0:seed42
0.052052706480026245,kivi_rolling_k2v2_s16_r128,final,hidden_cosine_loss,5,aime24:p0:s0:seed42
0.661517893022392,kivi_rolling_k2v2_s16_r128,final,hidden_relative_L2,5,aime24:p0:s0:seed42
7.970947265625,kivi_rolling_k2v2_s16_r128,final,logit_max_abs_diff,5,aime24:p0:s0:seed42
0.035297767850835715,kivi_rolling_k2v2_s16_r128,final,next_token_JS,5,aime24:p0:s0:seed42
0.14399798321332102,kivi_rolling_k2v2_s16_r128,final,next_token_KL,5,aime24:p0:s0:seed42
0.9028123652233262,kivi_rolling_k2v2_s16_r128,final,target_token_NLL_delta,5,aime24:p0:s0:seed42
0.0,kivi_rolling_k2v2_s16_r128,final,top1_disagreement,5,aime24:p0:s0:seed42
1.667253636813257,pattern_rolling_k2v2_s0_r128,final,attention_output_relative_L2,5,aime24:p0:s0:seed42
0.2843566834926605,pattern_rolling_k2v2_s0_r128,final,hidden_cosine_loss,5,aime24:p0:s0:seed42
1.667253636813257,pattern_rolling_k2v2_s0_r128,final,hidden_relative_L2,5,aime24:p0:s0:seed42
16.174560546875,pattern_rolling_k2v2_s0_r128,final,logit_max_abs_diff,5,aime24:p0:s0:seed42
0.10810526586658442,pattern_rolling_k2v2_s0_r128,final,next_token_JS,5,aime24:p0:s0:seed42
0.4040679177097636,pattern_rolling_k2v2_s0_r128,final,next_token_KL,5,aime24:p0:s0:seed42
0.6941270451288801,pattern_rolling_k2v2_s0_r128,final,target_token_NLL_delta,5,aime24:p0:s0:seed42
1.0,pattern_rolling_k2v2_s0_r128,final,top1_disagreement,5,aime24:p0:s0:seed42
0.6224790374399163,pattern_rolling_k2v2_s16_r128,final,attention_output_relative_L2,5,aime24:p0:s0:seed42
0.0528046190738678,pattern_rolling_k2v2_s16_r128,final,hidden_cosine_loss,5,aime24:p0:s0:seed42
0.6224790374399163,pattern_rolling_k2v2_s16_r128,final,hidden_relative_L2,5,aime24:p0:s0:seed42
7.489501953125,pattern_rolling_k2v2_s16_r128,final,logit_max_abs_diff,5,aime24:p0:s0:seed42
0.009975943402296128,pattern_rolling_k2v2_s16_r128,final,next_token_JS,5,aime24:p0:s0:seed42
0.03793209435789524,pattern_rolling_k2v2_s16_r128,final,next_token_KL,5,aime24:p0:s0:seed42
0.22098115588778455,pattern_rolling_k2v2_s16_r128,final,target_token_NLL_delta,5,aime24:p0:s0:seed42
0.0,pattern_rolling_k2v2_s16_r128,final,top1_disagreement,5,aime24:p0:s0:seed42
1.667253636813257,patternkv_paper,final,attention_output_relative_L2,5,aime24:p0:s0:seed42
0.2843566834926605,patternkv_paper,final,hidden_cosine_loss,5,aime24:p0:s0:seed42
1.667253636813257,patternkv_paper,final,hidden_relative_L2,5,aime24:p0:s0:seed42
16.174560546875,patternkv_paper,final,logit_max_abs_diff,5,aime24:p0:s0:seed42
0.10810526586658442,patternkv_paper,final,next_token_JS,5,aime24:p0:s0:seed42
0.4040679177097636,patternkv_paper,final,next_token_KL,5,aime24:p0:s0:seed42
0.6941270451288801,patternkv_paper,final,target_token_NLL_delta,5,aime24:p0:s0:seed42
