accumulation_gap,accumulation_metric_schema_version,checkpoint,config,layer,matched_path_control_version,metric_name,pseudo_value,source_commit,static_value,task_key,trajectory_sha256
-1.1920928955078125e-07,matched_path_accumulation_v1,128,kivi_paper_g128,final,v1,hidden_cosine_loss,2.205371856689453e-06,232e3b08d10919ca24932ad0a0135e46119ecfd5,2.3245811462402344e-06,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
1.2018019333481789e-05,matched_path_accumulation_v1,128,kivi_paper_g128,final,v1,hidden_relative_L2,0.0020886568818241358,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.002076638862490654,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
1.2018019333481789e-05,matched_path_accumulation_v1,128,kivi_paper_g128,final,v1,attention_output_relative_L2,0.0020886568818241358,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.002076638862490654,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
1.662789905765294e-08,matched_path_accumulation_v1,128,kivi_paper_g128,final,v1,next_token_KL,1.662789905765294e-08,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.0,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
-1.3964607248340144e-10,matched_path_accumulation_v1,128,kivi_paper_g128,final,v1,next_token_JS,9.671596856719589e-11,232e3b08d10919ca24932ad0a0135e46119ecfd5,2.3636204105059733e-10,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
1.1920838005607948e-07,matched_path_accumulation_v1,128,kivi_paper_g128,final,v1,target_token_NLL_delta,0.0,232e3b08d10919ca24932ad0a0135e46119ecfd5,-1.1920838005607948e-07,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
0.0,matched_path_accumulation_v1,128,kivi_paper_g128,final,v1,top1_disagreement,0.0,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.0,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
-0.00390625,matched_path_accumulation_v1,128,kivi_paper_g128,final,v1,logit_max_abs_diff,0.01953125,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.0234375,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
0.12717550992965698,matched_path_accumulation_v1,512,kivi_paper_g128,final,v1,hidden_cosine_loss,0.12717831134796143,232e3b08d10919ca24932ad0a0135e46119ecfd5,2.8014183044433594e-06,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
0.4930755221284926,matched_path_accumulation_v1,512,kivi_paper_g128,final,v1,hidden_relative_L2,0.4954034984111786,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.002327976282685995,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
0.4930755221284926,matched_path_accumulation_v1,512,kivi_paper_g128,final,v1,attention_output_relative_L2,0.4954034984111786,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.002327976282685995,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
6.311258954383447e-05,matched_path_accumulation_v1,512,kivi_paper_g128,final,v1,next_token_KL,6.347902672132477e-05,232e3b08d10919ca24932ad0a0135e46119ecfd5,3.6643717749029747e-07,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
2.0969629932920952e-05,matched_path_accumulation_v1,512,kivi_paper_g128,final,v1,next_token_JS,2.1012079741922207e-05,232e3b08d10919ca24932ad0a0135e46119ecfd5,4.2449809001254835e-08,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
-0.00010190915782004595,matched_path_accumulation_v1,512,kivi_paper_g128,final,v1,target_token_NLL_delta,-8.083740249276161e-05,232e3b08d10919ca24932ad0a0135e46119ecfd5,2.1071755327284336e-05,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
0.0,matched_path_accumulation_v1,512,kivi_paper_g128,final,v1,top1_disagreement,0.0,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.0,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
5.568359375,matched_path_accumulation_v1,512,kivi_paper_g128,final,v1,logit_max_abs_diff,5.58984375,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.021484375,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
0.07788640260696411,matched_path_accumulation_v1,1024,kivi_paper_g128,final,v1,hidden_cosine_loss,0.0778886079788208,232e3b08d10919ca24932ad0a0135e46119ecfd5,2.205371856689453e-06,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
0.3915023684967309,matched_path_accumulation_v1,1024,kivi_paper_g128,final,v1,hidden_relative_L2,0.3935371935367584,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.002034825040027499,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
0.3915023684967309,matched_path_accumulation_v1,1024,kivi_paper_g128,final,v1,attention_output_relative_L2,0.3935371935367584,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.002034825040027499,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
0.013135006855407028,matched_path_accumulation_v1,1024,kivi_paper_g128,final,v1,next_token_KL,0.013135022483766079,232e3b08d10919ca24932ad0a0135e46119ecfd5,1.5628359051333973e-08,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
0.004092918862898642,matched_path_accumulation_v1,1024,kivi_paper_g128,final,v1,next_token_JS,0.004092957824468613,232e3b08d10919ca24932ad0a0135e46119ecfd5,3.8961569970297205e-08,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
0.020410087890923023,matched_path_accumulation_v1,1024,kivi_paper_g128,final,v1,target_token_NLL_delta,0.02040344849228859,232e3b08d10919ca24932ad0a0135e46119ecfd5,-6.639398634433746e-06,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
0.0,matched_path_accumulation_v1,1024,kivi_paper_g128,final,v1,top1_disagreement,0.0,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.0,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
3.791015625,matched_path_accumulation_v1,1024,kivi_paper_g128,final,v1,logit_max_abs_diff,3.814453125,232e3b08d10919ca24932ad0a0135e46119ecfd5,0.0234375,aime24:p12:s0:seed12042,7754635042ebef112c4b83e17b7500a20db8f14bba0fb44fd8575864e04baa05
