accumulation_supported,config,median_acc_auc,median_gap_1024,median_gap_128,median_gap_2048,median_gap_4096,median_gap_512,median_pseudo_1024,median_pseudo_128,median_pseudo_2048,median_pseudo_4096,median_pseudo_512,median_static_1024,median_static_128,median_static_2048,median_static_4096,median_static_512,metric,negative_auc_tasks,positive_auc_tasks
True,kivi_paper_g128,1.7127258986001834,0.3962894534924999,-2.1740561351180077e-05,0.4052298499736935,0.44876901659881696,0.45346602669451386,0.39830030500888824,0.0019433415145613253,0.4075055718421936,0.4506196677684784,0.4557012468576431,0.0018786558066494763,0.002045915345661342,0.0022757218685001135,0.0021021502325311303,0.0021224324591457844,hidden_relative_L2,0,12
True,kivi_paper_g128,0.3780619949102402,0.07839542627334595,-8.940696716308594e-08,0.0805753767490387,0.09836193919181824,0.10720670223236084,0.07839760184288025,2.0265579223632812e-06,0.0805782675743103,0.0983639657497406,0.10720941424369812,2.115964889526367e-06,2.2649765014648438e-06,2.86102294921875e-06,2.5331974029541016e-06,2.6226043701171875e-06,hidden_cosine_loss,0,12
True,kivi_paper_g128,1.7127258986001834,0.3962894534924999,-2.1740561351180077e-05,0.4052298499736935,0.44876901659881696,0.45346602669451386,0.39830030500888824,0.0019433415145613253,0.4075055718421936,0.4506196677684784,0.4557012468576431,0.0018786558066494763,0.002045915345661342,0.0022757218685001135,0.0021021502325311303,0.0021224324591457844,attention_output_relative_L2,0,12
True,kivi_paper_g128,0.41569676094146846,0.022721082609557186,-1.2163647244989306e-07,0.01756432233378291,0.005249809561608032,0.07987974872321502,0.022721105720847845,9.098365353565896e-06,0.01756432233378291,0.005249840440228581,0.07988373376429081,6.166138177832181e-08,9.904035778163234e-06,6.778389050055011e-08,2.1029140206962893e-08,2.7385659677747753e-06,next_token_KL,0,12
True,kivi_paper_g128,0.4274388059711782,0.010711980605265126,-0.00013689789921045303,0.006361693755025044,0.00565719603036996,0.07511892914772034,0.010708601330406964,0.0,0.0063521103002130985,0.005658685462549329,0.07524805888533592,-1.1917973097297363e-07,6.533227860927582e-07,6.55418261885643e-07,-1.192074705613777e-07,6.19678758084774e-06,target_token_NLL_delta,3,9
False,kivi_paper_g128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,top1_disagreement,0,5
True,kivi_rolling_k2v2_s0_r128,1.7127258986001834,0.3962894534924999,-2.1740561351180077e-05,0.4052298499736935,0.44876901659881696,0.45346602669451386,0.39830030500888824,0.0019433415145613253,0.4075055718421936,0.4506196677684784,0.4557012468576431,0.0018786558066494763,0.002045915345661342,0.0022757218685001135,0.0021021502325311303,0.0021224324591457844,hidden_relative_L2,0,12
True,kivi_rolling_k2v2_s0_r128,0.3780619949102402,0.07839542627334595,-8.940696716308594e-08,0.0805753767490387,0.09836193919181824,0.10720670223236084,0.07839760184288025,2.0265579223632812e-06,0.0805782675743103,0.0983639657497406,0.10720941424369812,2.115964889526367e-06,2.2649765014648438e-06,2.86102294921875e-06,2.5331974029541016e-06,2.6226043701171875e-06,hidden_cosine_loss,0,12
True,kivi_rolling_k2v2_s0_r128,1.7127258986001834,0.3962894534924999,-2.1740561351180077e-05,0.4052298499736935,0.44876901659881696,0.45346602669451386,0.39830030500888824,0.0019433415145613253,0.4075055718421936,0.4506196677684784,0.4557012468576431,0.0018786558066494763,0.002045915345661342,0.0022757218685001135,0.0021021502325311303,0.0021224324591457844,attention_output_relative_L2,0,12
True,kivi_rolling_k2v2_s0_r128,0.41569676094146846,0.022721082609557186,-1.2163647244989306e-07,0.01756432233378291,0.005249809561608032,0.07987974872321502,0.022721105720847845,9.098365353565896e-06,0.01756432233378291,0.005249840440228581,0.07988373376429081,6.166138177832181e-08,9.904035778163234e-06,6.778389050055011e-08,2.1029140206962893e-08,2.7385659677747753e-06,next_token_KL,0,12
True,kivi_rolling_k2v2_s0_r128,0.4274388059711782,0.010711980605265126,-0.00013689789921045303,0.006361693755025044,0.00565719603036996,0.07511892914772034,0.010708601330406964,0.0,0.0063521103002130985,0.005658685462549329,0.07524805888533592,-1.1917973097297363e-07,6.533227860927582e-07,6.55418261885643e-07,-1.192074705613777e-07,6.19678758084774e-06,target_token_NLL_delta,3,9
False,kivi_rolling_k2v2_s0_r128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,top1_disagreement,0,5
True,kivi_rolling_k2v2_s16_r128,0.6169279780006036,0.10199202736839652,-1.488660927861929e-06,0.17080939398147166,0.20085204992210492,0.13287108519580215,0.10395817458629608,0.0020088538294658065,0.17332667112350464,0.20270270109176636,0.13548335433006287,0.0018786558066494763,0.002045915345661342,0.0022757218685001135,0.0021021502325311303,0.0021224324591457844,hidden_relative_L2,0,12
True,kivi_rolling_k2v2_s16_r128,0.052941903471946716,0.005174815654754639,2.9802322387695312e-08,0.014856547117233276,0.020334720611572266,0.009103178977966309,0.00517725944519043,2.1457672119140625e-06,0.014859914779663086,0.02033674716949463,0.009106844663619995,2.115964889526367e-06,2.2649765014648438e-06,2.86102294921875e-06,2.5331974029541016e-06,2.6226043701171875e-06,hidden_cosine_loss,0,12
True,kivi_rolling_k2v2_s16_r128,0.6169279780006036,0.10199202736839652,-1.488660927861929e-06,0.17080939398147166,0.20085204992210492,0.13287108519580215,0.10395817458629608,0.0020088538294658065,0.17332667112350464,0.20270270109176636,0.13548335433006287,0.0018786558066494763,0.002045915345661342,0.0022757218685001135,0.0021021502325311303,0.0021224324591457844,attention_output_relative_L2,0,12
True,kivi_rolling_k2v2_s16_r128,0.05009116526083657,0.0007504878325974573,1.2827491291389492e-07,0.0027533908534680407,0.00038269565320447896,0.0069911657744796685,0.0007575223862659186,4.594796109813615e-06,0.0027533956890692934,0.00038272653182502836,0.007007500622421503,6.166138177832181e-08,9.904035778163234e-06,6.778389050055011e-08,2.1029140206962893e-08,2.7385659677747753e-06,next_token_KL,0,12
True,kivi_rolling_k2v2_s16_r128,0.03858389717106547,7.748315056232968e-06,3.996491386715206e-05,0.0003854820388369262,1.001291819591188e-05,0.017111580818891525,7.867518888815539e-06,0.0,0.0003758388920687139,9.774514168725545e-06,0.01695852540433407,-1.1917973097297363e-07,6.533227860927582e-07,6.55418261885643e-07,-1.192074705613777e-07,6.19678758084774e-06,target_token_NLL_delta,3,9
False,kivi_rolling_k2v2_s16_r128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,top1_disagreement,0,1
True,pattern_rolling_k2v2_s0_r128,1.4843093160598073,0.34314402798190713,-2.1740561351180077e-05,0.3698680195957422,0.42928984109312296,0.4072322347201407,0.3450492024421692,0.0019433415145613253,0.3728017807006836,0.4314303398132324,0.4096016436815262,0.0018786558066494763,0.002045915345661342,0.0022757218685001135,0.0021021502325311303,0.0021224324591457844,hidden_relative_L2,0,12
True,pattern_rolling_k2v2_s0_r128,0.2781791388988495,0.05873784422874451,-8.940696716308594e-08,0.06680169701576233,0.0847424566745758,0.08241307735443115,0.05873990058898926,2.0265579223632812e-06,0.06680691242218018,0.08474567532539368,0.08241626620292664,2.115964889526367e-06,2.2649765014648438e-06,2.86102294921875e-06,2.5331974029541016e-06,2.6226043701171875e-06,hidden_cosine_loss,0,12
True,pattern_rolling_k2v2_s0_r128,1.4843093160598073,0.34314402798190713,-2.1740561351180077e-05,0.3698680195957422,0.42928984109312296,0.4072322347201407,0.3450492024421692,0.0019433415145613253,0.3728017807006836,0.4314303398132324,0.4096016436815262,0.0018786558066494763,0.002045915345661342,0.0022757218685001135,0.0021021502325311303,0.0021224324591457844,attention_output_relative_L2,0,12
True,pattern_rolling_k2v2_s0_r128,0.23696980700833947,0.006736526071648541,-1.2163647244989306e-07,0.02474402134812692,0.0029021411910096218,0.024180609713120305,0.006736587733030319,9.098365353565896e-06,0.024751311168074608,0.0029021420050412416,0.02418301161378622,6.166138177832181e-08,9.904035778163234e-06,6.778389050055011e-08,2.1029140206962893e-08,2.7385659677747753e-06,next_token_KL,0,12
True,pattern_rolling_k2v2_s0_r128,0.42938198980709785,0.0015800586843397468,-0.00013689789921045303,0.0023028495197650045,0.0020930009177391184,0.02315425965934992,0.001576679409481585,0.0,0.002293266064953059,0.002092881710268557,0.023287076503038406,-1.1917973097297363e-07,6.533227860927582e-07,6.55418261885643e-07,-1.192074705613777e-07,6.19678758084774e-06,target_token_NLL_delta,3,9
False,pattern_rolling_k2v2_s0_r128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,top1_disagreement,0,4
True,pattern_rolling_k2v2_s16_r128,0.5465083790186327,0.09204645646968856,-1.488660927861929e-06,0.1582456782925874,0.17495675216196105,0.11255578038981184,0.09393830969929695,0.0020088538294658065,0.16102290153503418,0.17689909785985947,0.11443809419870377,0.0018786558066494763,0.002045915345661342,0.0022757218685001135,0.0021021502325311303,0.0021224324591457844,hidden_relative_L2,0,12
True,pattern_rolling_k2v2_s16_r128,0.04160486161708832,0.004403412342071533,2.9802322387695312e-08,0.012533724308013916,0.015327513217926025,0.006547361612319946,0.004405468702316284,2.1457672119140625e-06,0.012537866830825806,0.015331059694290161,0.006549447774887085,2.115964889526367e-06,2.2649765014648438e-06,2.86102294921875e-06,2.5331974029541016e-06,2.6226043701171875e-06,hidden_cosine_loss,0,12
True,pattern_rolling_k2v2_s16_r128,0.5465083790186327,0.09204645646968856,-1.488660927861929e-06,0.1582456782925874,0.17495675216196105,0.11255578038981184,0.09393830969929695,0.0020088538294658065,0.16102290153503418,0.17689909785985947,0.11443809419870377,0.0018786558066494763,0.002045915345661342,0.0022757218685001135,0.0021021502325311303,0.0021224324591457844,attention_output_relative_L2,0,12
True,pattern_rolling_k2v2_s16_r128,0.0371508434605356,0.0009585674728853633,1.2827491291389492e-07,0.0009138555906247348,0.00030055913670068435,0.002355930728867861,0.0009656020265538245,4.594796109813615e-06,0.0009138555906247348,0.0003006027945957612,0.002371019101701677,6.166138177832181e-08,9.904035778163234e-06,6.778389050055011e-08,2.1029140206962893e-08,2.7385659677747753e-06,next_token_KL,0,12
True,pattern_rolling_k2v2_s16_r128,0.01096892401619698,0.0005824698600918055,3.996491386715206e-05,4.767098289448768e-06,0.00020058048721693922,0.00018395696679363027,0.0005790905852336437,0.0,5.124493327457458e-06,0.0002021891159529332,0.00018943861505249515,-1.1917973097297363e-07,6.533227860927582e-07,6.55418261885643e-07,-1.192074705613777e-07,6.19678758084774e-06,target_token_NLL_delta,4,8
False,pattern_rolling_k2v2_s16_r128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,top1_disagreement,0,0
True,patternkv_paper,1.4843093160598073,0.34314402798190713,-2.1740561351180077e-05,0.3698680195957422,0.42928984109312296,0.4072322347201407,0.3450492024421692,0.0019433415145613253,0.3728017807006836,0.4314303398132324,0.4096016436815262,0.0018786558066494763,0.002045915345661342,0.0022757218685001135,0.0021021502325311303,0.0021224324591457844,hidden_relative_L2,0,12
