auc,auc_kind,auc_source,checkpoint_max,checkpoint_min,layer,method,metric_family,metric_name,n_available,object_type,region,statistic,task_key
0.01368446962442249,static,metric_value,4096,128,0,ALL_V4,v_direction,direction_error,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
0.03490579128265381,static,metric_value,4096,128,0,ALL_V4,v_direction,direction_error,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
0.3059626966714859,static,metric_value,4096,128,0,ALL_V4,v_direction,relative_L2,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
0.6000721864402294,static,metric_value,4096,128,0,ALL_V4,v_direction,relative_L2,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
0.0,static,metric_value,4096,128,0,ALL_V4,v_direction,direction_error,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
0.0,static,metric_value,4096,128,0,ALL_V4,v_direction,direction_error,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
0.0,static,metric_value,4096,128,0,ALL_V4,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
0.0,static,metric_value,4096,128,0,ALL_V4,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
0.01368446962442249,static,metric_value,4096,128,0,ALL_V4,v_direction,direction_error,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.03490579128265381,static,metric_value,4096,128,0,ALL_V4,v_direction,direction_error,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.3059626966714859,static,metric_value,4096,128,0,ALL_V4,v_direction,relative_L2,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.6000721864402294,static,metric_value,4096,128,0,ALL_V4,v_direction,relative_L2,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.015211213380098343,static,metric_value,4096,128,15,ALL_V4,v_direction,direction_error,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
0.025045373244211078,static,metric_value,4096,128,15,ALL_V4,v_direction,direction_error,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
0.38457899168133736,static,metric_value,4096,128,15,ALL_V4,v_direction,relative_L2,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
0.5033559314906597,static,metric_value,4096,128,15,ALL_V4,v_direction,relative_L2,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
0.0,static,metric_value,4096,128,15,ALL_V4,v_direction,direction_error,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
0.0,static,metric_value,4096,128,15,ALL_V4,v_direction,direction_error,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
0.0,static,metric_value,4096,128,15,ALL_V4,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
0.0,static,metric_value,4096,128,15,ALL_V4,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
0.015211213380098343,static,metric_value,4096,128,15,ALL_V4,v_direction,direction_error,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.025045373244211078,static,metric_value,4096,128,15,ALL_V4,v_direction,direction_error,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.38457899168133736,static,metric_value,4096,128,15,ALL_V4,v_direction,relative_L2,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.5033559314906597,static,metric_value,4096,128,15,ALL_V4,v_direction,relative_L2,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.015128020895645022,static,metric_value,4096,128,23,ALL_V4,v_direction,direction_error,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
0.024927111575379968,static,metric_value,4096,128,23,ALL_V4,v_direction,direction_error,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
0.3819486200809479,static,metric_value,4096,128,23,ALL_V4,v_direction,relative_L2,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
0.5021863505244255,static,metric_value,4096,128,23,ALL_V4,v_direction,relative_L2,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
0.0,static,metric_value,4096,128,23,ALL_V4,v_direction,direction_error,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
0.0,static,metric_value,4096,128,23,ALL_V4,v_direction,direction_error,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
0.0,static,metric_value,4096,128,23,ALL_V4,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
0.0,static,metric_value,4096,128,23,ALL_V4,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
0.015128020895645022,static,metric_value,4096,128,23,ALL_V4,v_direction,direction_error,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.024927111575379968,static,metric_value,4096,128,23,ALL_V4,v_direction,direction_error,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.3819486200809479,static,metric_value,4096,128,23,ALL_V4,v_direction,relative_L2,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.5021863505244255,static,metric_value,4096,128,23,ALL_V4,v_direction,relative_L2,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.013288522022776306,static,metric_value,4096,128,31,ALL_V4,v_direction,direction_error,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
0.024085677228868008,static,metric_value,4096,128,31,ALL_V4,v_direction,direction_error,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
0.3551446162164211,static,metric_value,4096,128,31,ALL_V4,v_direction,relative_L2,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
0.49449248239398,static,metric_value,4096,128,31,ALL_V4,v_direction,relative_L2,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
0.0,static,metric_value,4096,128,31,ALL_V4,v_direction,direction_error,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
0.0,static,metric_value,4096,128,31,ALL_V4,v_direction,direction_error,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
0.0,static,metric_value,4096,128,31,ALL_V4,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
0.0,static,metric_value,4096,128,31,ALL_V4,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
0.013288522022776306,static,metric_value,4096,128,31,ALL_V4,v_direction,direction_error,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.024085677228868008,static,metric_value,4096,128,31,ALL_V4,v_direction,direction_error,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.3551446162164211,static,metric_value,4096,128,31,ALL_V4,v_direction,relative_L2,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.49449248239398,static,metric_value,4096,128,31,ALL_V4,v_direction,relative_L2,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.015087480191141367,static,metric_value,4096,128,7,ALL_V4,v_direction,direction_error,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
0.02482160530053079,static,metric_value,4096,128,7,ALL_V4,v_direction,direction_error,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
0.3833073303103447,static,metric_value,4096,128,7,ALL_V4,v_direction,relative_L2,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
0.5020619593560696,static,metric_value,4096,128,7,ALL_V4,v_direction,relative_L2,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
0.0,static,metric_value,4096,128,7,ALL_V4,v_direction,direction_error,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
0.0,static,metric_value,4096,128,7,ALL_V4,v_direction,direction_error,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
0.0,static,metric_value,4096,128,7,ALL_V4,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
0.0,static,metric_value,4096,128,7,ALL_V4,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
0.015087480191141367,static,metric_value,4096,128,7,ALL_V4,v_direction,direction_error,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.02482160530053079,static,metric_value,4096,128,7,ALL_V4,v_direction,direction_error,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.3833073303103447,static,metric_value,4096,128,7,ALL_V4,v_direction,relative_L2,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.5020619593560696,static,metric_value,4096,128,7,ALL_V4,v_direction,relative_L2,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.28604561276733875,static,metric_value,4096,128,0,BASE_V2,v_direction,direction_error,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
0.7207748666405678,static,metric_value,4096,128,0,BASE_V2,v_direction,direction_error,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
1.5273247063159943,static,metric_value,4096,128,0,BASE_V2,v_direction,relative_L2,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
3.001114636659622,static,metric_value,4096,128,0,BASE_V2,v_direction,relative_L2,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
0.28604561276733875,static,metric_value,4096,128,0,BASE_V2,v_direction,direction_error,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
0.7207748666405678,static,metric_value,4096,128,0,BASE_V2,v_direction,direction_error,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
1.5273247063159943,static,metric_value,4096,128,0,BASE_V2,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
3.001114636659622,static,metric_value,4096,128,0,BASE_V2,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
0.0,static,metric_value,4096,128,0,BASE_V2,v_direction,direction_error,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.0,static,metric_value,4096,128,0,BASE_V2,v_direction,direction_error,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.0,static,metric_value,4096,128,0,BASE_V2,v_direction,relative_L2,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.0,static,metric_value,4096,128,0,BASE_V2,v_direction,relative_L2,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.33641091361641884,static,metric_value,4096,128,15,BASE_V2,v_direction,direction_error,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
0.531776774674654,static,metric_value,4096,128,15,BASE_V2,v_direction,direction_error,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
1.9286954551935196,static,metric_value,4096,128,15,BASE_V2,v_direction,relative_L2,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
2.5283773839473724,static,metric_value,4096,128,15,BASE_V2,v_direction,relative_L2,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
0.33641091361641884,static,metric_value,4096,128,15,BASE_V2,v_direction,direction_error,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
0.531776774674654,static,metric_value,4096,128,15,BASE_V2,v_direction,direction_error,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
1.9286954551935196,static,metric_value,4096,128,15,BASE_V2,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
2.5283773839473724,static,metric_value,4096,128,15,BASE_V2,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
0.0,static,metric_value,4096,128,15,BASE_V2,v_direction,direction_error,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.0,static,metric_value,4096,128,15,BASE_V2,v_direction,direction_error,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.0,static,metric_value,4096,128,15,BASE_V2,v_direction,relative_L2,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.0,static,metric_value,4096,128,15,BASE_V2,v_direction,relative_L2,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.33324437215924263,static,metric_value,4096,128,23,BASE_V2,v_direction,direction_error,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
0.531351275742054,static,metric_value,4096,128,23,BASE_V2,v_direction,direction_error,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
1.914445161819458,static,metric_value,4096,128,23,BASE_V2,v_direction,relative_L2,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
2.518306702375412,static,metric_value,4096,128,23,BASE_V2,v_direction,relative_L2,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
0.33324437215924263,static,metric_value,4096,128,23,BASE_V2,v_direction,direction_error,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
0.531351275742054,static,metric_value,4096,128,23,BASE_V2,v_direction,direction_error,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
1.914445161819458,static,metric_value,4096,128,23,BASE_V2,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
2.518306702375412,static,metric_value,4096,128,23,BASE_V2,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
0.0,static,metric_value,4096,128,23,BASE_V2,v_direction,direction_error,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.0,static,metric_value,4096,128,23,BASE_V2,v_direction,direction_error,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.0,static,metric_value,4096,128,23,BASE_V2,v_direction,relative_L2,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.0,static,metric_value,4096,128,23,BASE_V2,v_direction,relative_L2,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.2959766648709774,static,metric_value,4096,128,31,BASE_V2,v_direction,direction_error,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
0.5139649547636509,static,metric_value,4096,128,31,BASE_V2,v_direction,direction_error,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
1.7806237637996674,static,metric_value,4096,128,31,BASE_V2,v_direction,relative_L2,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
2.4840595573186874,static,metric_value,4096,128,31,BASE_V2,v_direction,relative_L2,5,v_stored,all_packed_tokens,p95,aime24:p0:s0:seed42
0.2959766648709774,static,metric_value,4096,128,31,BASE_V2,v_direction,direction_error,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
0.5139649547636509,static,metric_value,4096,128,31,BASE_V2,v_direction,direction_error,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
1.7806237637996674,static,metric_value,4096,128,31,BASE_V2,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,mean,aime24:p0:s0:seed42
2.4840595573186874,static,metric_value,4096,128,31,BASE_V2,v_direction,relative_L2,5,v_stored,v2_unselected_tokens,p95,aime24:p0:s0:seed42
0.0,static,metric_value,4096,128,31,BASE_V2,v_direction,direction_error,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.0,static,metric_value,4096,128,31,BASE_V2,v_direction,direction_error,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.0,static,metric_value,4096,128,31,BASE_V2,v_direction,relative_L2,5,v_stored,v4_selected_tokens,mean,aime24:p0:s0:seed42
0.0,static,metric_value,4096,128,31,BASE_V2,v_direction,relative_L2,5,v_stored,v4_selected_tokens,p95,aime24:p0:s0:seed42
0.33429237082600594,static,metric_value,4096,128,7,BASE_V2,v_direction,direction_error,5,v_stored,all_packed_tokens,mean,aime24:p0:s0:seed42
