acc_auc,config,metric_name,mode,n_available,task_key
0.6603938425541855,pattern_rolling_k2v2_s16_hadamard_k2v2_s16_r128,attention_output_relative_L2,gap,5,aime24:p0:s0:seed42
0.05063354969024658,pattern_rolling_k2v2_s16_hadamard_k2v2_s16_r128,hidden_cosine_loss,gap,5,aime24:p0:s0:seed42
0.6603938425541855,pattern_rolling_k2v2_s16_hadamard_k2v2_s16_r128,hidden_relative_L2,gap,5,aime24:p0:s0:seed42
0.013302737006025356,pattern_rolling_k2v2_s16_hadamard_k2v2_s16_r128,next_token_KL,gap,5,aime24:p0:s0:seed42
0.07930054753524018,pattern_rolling_k2v2_s16_hadamard_k2v2_s16_r128,target_token_NLL_delta,gap,5,aime24:p0:s0:seed42
0.6224790374399163,pattern_rolling_k2v2_s16_r128,attention_output_relative_L2,gap,5,aime24:p0:s0:seed42
0.0528046190738678,pattern_rolling_k2v2_s16_r128,hidden_cosine_loss,gap,5,aime24:p0:s0:seed42
0.6224790374399163,pattern_rolling_k2v2_s16_r128,hidden_relative_L2,gap,5,aime24:p0:s0:seed42
0.03793209435789524,pattern_rolling_k2v2_s16_r128,next_token_KL,gap,5,aime24:p0:s0:seed42
0.22098115588778455,pattern_rolling_k2v2_s16_r128,target_token_NLL_delta,gap,5,aime24:p0:s0:seed42
0.5665648088324815,pattern_rolling_k2v2_s16_hadamard_k2v2_s16_r128,attention_output_relative_L2,gap,5,aime24:p11:s1:seed11043
0.05268481373786926,pattern_rolling_k2v2_s16_hadamard_k2v2_s16_r128,hidden_cosine_loss,gap,5,aime24:p11:s1:seed11043
0.5665648088324815,pattern_rolling_k2v2_s16_hadamard_k2v2_s16_r128,hidden_relative_L2,gap,5,aime24:p11:s1:seed11043
0.0446125013855882,pattern_rolling_k2v2_s16_hadamard_k2v2_s16_r128,next_token_KL,gap,5,aime24:p11:s1:seed11043
0.34587506949901226,pattern_rolling_k2v2_s16_hadamard_k2v2_s16_r128,target_token_NLL_delta,gap,5,aime24:p11:s1:seed11043
0.5875786610413343,pattern_rolling_k2v2_s16_r128,attention_output_relative_L2,gap,5,aime24:p11:s1:seed11043
0.0554332435131073,pattern_rolling_k2v2_s16_r128,hidden_cosine_loss,gap,5,aime24:p11:s1:seed11043
0.5875786610413343,pattern_rolling_k2v2_s16_r128,hidden_relative_L2,gap,5,aime24:p11:s1:seed11043
0.09721517152761389,pattern_rolling_k2v2_s16_r128,next_token_KL,gap,5,aime24:p11:s1:seed11043
0.1475047990679741,pattern_rolling_k2v2_s16_r128,target_token_NLL_delta,gap,5,aime24:p11:s1:seed11043
0.6883487729355693,pattern_rolling_k2v2_s16_hadamard_k2v2_s16_r128,attention_output_relative_L2,gap,5,aime24:p15:s1:seed15043
0.06380748748779297,pattern_rolling_k2v2_s16_hadamard_k2v2_s16_r128,hidden_cosine_loss,gap,5,aime24:p15:s1:seed15043
0.6883487729355693,pattern_rolling_k2v2_s16_hadamard_k2v2_s16_r128,hidden_relative_L2,gap,5,aime24:p15:s1:seed15043
0.00031595198850276063,pattern_rolling_k2v2_s16_hadamard_k2v2_s16_r128,next_token_KL,gap,5,aime24:p15:s1:seed15043
-0.0003647823759820312,pattern_rolling_k2v2_s16_hadamard_k2v2_s16_r128,target_token_NLL_delta,gap,5,aime24:p15:s1:seed15043
0.7405673852190375,pattern_rolling_k2v2_s16_r128,attention_output_relative_L2,gap,5,aime24:p15:s1:seed15043
0.07624834775924683,pattern_rolling_k2v2_s16_r128,hidden_cosine_loss,gap,5,aime24:p15:s1:seed15043
0.7405673852190375,pattern_rolling_k2v2_s16_r128,hidden_relative_L2,gap,5,aime24:p15:s1:seed15043
0.0004463293750429642,pattern_rolling_k2v2_s16_r128,next_token_KL,gap,5,aime24:p15:s1:seed15043
0.0010367742779635591,pattern_rolling_k2v2_s16_r128,target_token_NLL_delta,gap,5,aime24:p15:s1:seed15043
0.4665726884268224,pattern_rolling_k2v2_s16_hadamard_k2v2_s16_r128,attention_output_relative_L2,gap,5,aime24:p17:s0:seed17042
0.02922767400741577,pattern_rolling_k2v2_s16_hadamard_k2v2_s16_r128,hidden_cosine_loss,gap,5,aime24:p17:s0:seed17042
0.4665726884268224,pattern_rolling_k2v2_s16_hadamard_k2v2_s16_r128,hidden_relative_L2,gap,5,aime24:p17:s0:seed17042
0.022243118155832242,pattern_rolling_k2v2_s16_hadamard_k2v2_s16_r128,next_token_KL,gap,5,aime24:p17:s0:seed17042
-0.05859857066434415,pattern_rolling_k2v2_s16_hadamard_k2v2_s16_r128,target_token_NLL_delta,gap,5,aime24:p17:s0:seed17042
0.4938569418154657,pattern_rolling_k2v2_s16_r128,attention_output_relative_L2,gap,5,aime24:p17:s0:seed17042
0.03311985731124878,pattern_rolling_k2v2_s16_r128,hidden_cosine_loss,gap,5,aime24:p17:s0:seed17042
0.4938569418154657,pattern_rolling_k2v2_s16_r128,hidden_relative_L2,gap,5,aime24:p17:s0:seed17042
0.01223706902353161,pattern_rolling_k2v2_s16_r128,next_token_KL,gap,5,aime24:p17:s0:seed17042
-0.047398407750051774,pattern_rolling_k2v2_s16_r128,target_token_NLL_delta,gap,5,aime24:p17:s0:seed17042
0.6252085107844323,pattern_rolling_k2v2_s16_hadamard_k2v2_s16_r128,attention_output_relative_L2,gap,5,aime24:p6:s0:seed6042
0.057850927114486694,pattern_rolling_k2v2_s16_hadamard_k2v2_s16_r128,hidden_cosine_loss,gap,5,aime24:p6:s0:seed6042
0.6252085107844323,pattern_rolling_k2v2_s16_hadamard_k2v2_s16_r128,hidden_relative_L2,gap,5,aime24:p6:s0:seed6042
0.0014786049311323879,pattern_rolling_k2v2_s16_hadamard_k2v2_s16_r128,next_token_KL,gap,5,aime24:p6:s0:seed6042
0.005812778435938526,pattern_rolling_k2v2_s16_hadamard_k2v2_s16_r128,target_token_NLL_delta,gap,5,aime24:p6:s0:seed6042
0.5940502460580319,pattern_rolling_k2v2_s16_r128,attention_output_relative_L2,gap,5,aime24:p6:s0:seed6042
0.053758323192596436,pattern_rolling_k2v2_s16_r128,hidden_cosine_loss,gap,5,aime24:p6:s0:seed6042
0.5940502460580319,pattern_rolling_k2v2_s16_r128,hidden_relative_L2,gap,5,aime24:p6:s0:seed6042
0.001849232310756399,pattern_rolling_k2v2_s16_r128,next_token_KL,gap,5,aime24:p6:s0:seed6042
