absolute_nll_difference,backend,decode_position,logits_cosine,logits_max_abs_error,logits_relative_mse,problem_id,sample_id,task_key,teacher_target_nll_legacy,teacher_target_nll_segmented,teacher_target_token,top1_agreement,top1_legacy,top1_segmented,top5_overlap
0.0,production,128,0.9999935030937195,0.01318359375,1.140748508987599e-06,12,0,aime24:p12:s0:seed12042,1.5616295058862306e-05,1.5616295058862306e-05,1144,True,1144,1144,5
0.049827516078948975,production,256,0.9999275803565979,0.2080078125,0.00013604019477497786,12,0,aime24:p12:s0:seed12042,0.7487460970878601,0.6989185810089111,1205,True,1205,1205,5
0.07471892237663269,production,512,0.9986047744750977,1.3046875,0.0028597950004041195,12,0,aime24:p12:s0:seed12042,0.2695615291595459,0.1948426067829132,779,True,779,779,5
0.0006420044228434563,production,1024,0.9979433417320251,0.6640625,0.004120997153222561,12,0,aime24:p12:s0:seed12042,0.0040281834080815315,0.004670187830924988,8,True,8,8,5
0.002256017178297043,production,2048,0.9941024780273438,0.94921875,0.011762917973101139,12,0,aime24:p12:s0:seed12042,0.021450312808156013,0.023706329986453056,3677,True,3677,3677,5
,production,4096,0.9953323006629944,1.6328125,0.010009028017520905,12,0,aime24:p12:s0:seed12042,,,,True,489,489,4
1.1827796697616577e-07,production,128,0.9999950528144836,0.01953125,1.301337533732294e-06,14,0,aime24:p14:s0:seed14042,0.00863177701830864,0.008631895296275616,374,True,374,374,5
0.0006613582372665405,production,256,0.9999812841415405,0.09375,2.664301064214669e-05,14,0,aime24:p14:s0:seed14042,0.04253321513533592,0.04187185689806938,3424,True,3424,3424,5
0.010140866041183472,production,512,0.9989593625068665,0.4765625,0.0020714837592095137,14,0,aime24:p14:s0:seed14042,0.22663019597530365,0.21648932993412018,2100,True,2100,2100,5
3.218629899492953e-06,production,1024,0.9960477352142334,1.5382080078125,0.00850194413214922,14,0,aime24:p14:s0:seed14042,4.887569048150908e-06,8.106198947643861e-06,17,True,17,17,5
0.0013894736766815186,production,2048,0.9996181130409241,0.6328125,0.0007800550083629787,14,0,aime24:p14:s0:seed14042,0.2775503993034363,0.2789398729801178,13605,True,13605,13605,5
,production,4096,0.9822201728820801,3.1640625,0.035619720816612244,14,0,aime24:p14:s0:seed14042,,,,True,20,20,4
