E128_enrichment,E128_mass,E16_enrichment,E16_mass,E32_enrichment,E32_mass,E64_enrichment,E64_mass,checkpoint,common_prefix_length,config,context_tokens,first_divergence_token,generated_tokens,layer,mass_history,mass_pending,mass_recent,mass_sink,method,outcome_class,prefix_controlled,prompt_tokens,recent_length,sink_decode_tokens,sink_length,sink_prompt_tokens,stop_reason,strict_correct,task_key,trajectory_confounded
1.431620717048645,0.3121762275695801,9.648159980773926,0.26298218965530396,4.900873184204102,0.2671685218811035,2.604841470718384,0.2840031385421753,512,40,pattern_rolling_k2v2_s0_r128,587,41,512,0,0.4675961434841156,0.08159252256155014,0.45081135630607605,0.0,PatternKV,NOT_SELECTED,False,75,128,0,0,0,eos,True,aime24:p11:s0:seed11042,True
3.524725914001465,0.7685943841934204,27.282615661621094,0.7436488270759583,13.665964126586914,0.7449929118156433,6.9231719970703125,0.7548262476921082,512,40,pattern_rolling_k2v2_s0_r128,587,41,512,7,0.8162046074867249,0.015155305154621601,0.16864009201526642,0.0,PatternKV,NOT_SELECTED,False,75,128,0,0,0,eos,True,aime24:p11:s0:seed11042,True
2.39845871925354,0.5230029821395874,18.151193618774414,0.4947514235973358,9.098505973815918,0.4960002899169922,4.64395809173584,0.5063259601593018,512,40,pattern_rolling_k2v2_s0_r128,587,41,512,15,0.646368682384491,0.01438373513519764,0.33924758434295654,0.0,PatternKV,NOT_SELECTED,False,75,128,0,0,0,eos,True,aime24:p11:s0:seed11042,True
3.5743186473846436,0.7794084548950195,27.222564697265625,0.7420119047164917,13.642918586730957,0.7437366247177124,6.9247212409973145,0.7549951076507568,512,40,pattern_rolling_k2v2_s0_r128,587,41,512,23,0.8775599002838135,0.013670701533555984,0.10876944661140442,0.0,PatternKV,NOT_SELECTED,False,75,128,0,0,0,eos,True,aime24:p11:s0:seed11042,True
3.147106885910034,0.6862515807151794,23.937389373779297,0.6524671316146851,12.012094497680664,0.6548330783843994,6.115777015686035,0.6667966842651367,512,40,pattern_rolling_k2v2_s0_r128,587,41,512,31,0.7657618522644043,0.01803428865969181,0.21620386838912964,0.0,PatternKV,NOT_SELECTED,False,75,128,0,0,0,eos,True,aime24:p11:s0:seed11042,True
2.157400608062744,0.25127139687538147,15.191081047058105,0.22116222977638245,7.674574851989746,0.2234635055065155,3.9765584468841553,0.2315739095211029,1024,40,pattern_rolling_k2v2_s0_r128,1099,41,1024,0,0.5706608295440674,0.04933461546897888,0.3800045847892761,0.0,PatternKV,NOT_SELECTED,False,75,128,0,0,0,eos,True,aime24:p11:s0:seed11042,True
5.588620185852051,0.6509038805961609,43.6739501953125,0.6358355283737183,21.89815330505371,0.6376168727874756,11.045950889587402,0.6432583332061768,1024,40,pattern_rolling_k2v2_s0_r128,1099,41,1024,7,0.7216147184371948,0.018785612657666206,0.25959962606430054,0.0,PatternKV,NOT_SELECTED,False,75,128,0,0,0,eos,True,aime24:p11:s0:seed11042,True
3.759302854537964,0.4378441572189331,28.843873977661133,0.41992896795272827,14.47364616394043,0.4214346706867218,7.327908992767334,0.42673900723457336,1024,40,pattern_rolling_k2v2_s0_r128,1099,41,1024,15,0.5963473320007324,0.022520819678902626,0.3811319172382355,0.0,PatternKV,NOT_SELECTED,False,75,128,0,0,0,eos,True,aime24:p11:s0:seed11042,True
6.685530185699463,0.7786605358123779,52.433815002441406,0.7633676528930664,26.265945434570312,0.7647954821586609,13.192464828491211,0.7682600021362305,1024,40,pattern_rolling_k2v2_s0_r128,1099,41,1024,23,0.8767461180686951,0.008631784468889236,0.11462202668190002,0.0,PatternKV,NOT_SELECTED,False,75,128,0,0,0,eos,True,aime24:p11:s0:seed11042,True
4.683574676513672,0.5454936623573303,36.00632858276367,0.5242049098014832,18.110355377197266,0.5273260474205017,9.137186050415039,0.5321017503738403,1024,40,pattern_rolling_k2v2_s0_r128,1099,41,1024,31,0.6971197128295898,0.021553153172135353,0.2813272476196289,0.0,PatternKV,NOT_SELECTED,False,75,128,0,0,0,eos,True,aime24:p11:s0:seed11042,True
2.5496108531951904,0.15372122824192047,18.149669647216797,0.13678507506847382,9.148365020751953,0.13789339363574982,4.728979110717773,0.14255990087985992,2048,40,pattern_rolling_k2v2_s0_r128,2123,41,2048,0,0.6356791257858276,0.05651311203837395,0.3078077733516693,0.0,PatternKV,NOT_SELECTED,False,75,128,0,0,0,eos,True,aime24:p11:s0:seed11042,True
10.63963794708252,0.6414855122566223,83.78526306152344,0.6314479112625122,41.95944595336914,0.6324551701545715,21.106063842773438,0.6362638473510742,2048,40,pattern_rolling_k2v2_s0_r128,2123,41,2048,7,0.7410452961921692,0.011575103737413883,0.24737972021102905,0.0,PatternKV,NOT_SELECTED,False,75,128,0,0,0,eos,True,aime24:p11:s0:seed11042,True
8.18309211730957,0.4933752715587616,64.6767578125,0.4874367415904999,32.378013610839844,0.48803412914276123,16.271146774291992,0.49051034450531006,2048,40,pattern_rolling_k2v2_s0_r128,2123,41,2048,15,0.6248610615730286,0.010494370013475418,0.3646445572376251,0.0,PatternKV,NOT_SELECTED,False,75,128,0,0,0,eos,True,aime24:p11:s0:seed11042,True
14.090383529663086,0.8495379686355591,112.12821960449219,0.8450549840927124,56.0948600769043,0.8455183506011963,28.09427261352539,0.8469305634498596,2048,40,pattern_rolling_k2v2_s0_r128,2123,41,2048,23,0.9296413660049438,0.003311526495963335,0.06704715639352798,0.0,PatternKV,NOT_SELECTED,False,75,128,0,0,0,eos,True,aime24:p11:s0:seed11042,True
9.001181602478027,0.5426995754241943,70.48863983154297,0.5312380194664001,35.34270095825195,0.5327209234237671,17.773759841918945,0.5358081459999084,2048,40,pattern_rolling_k2v2_s0_r128,2123,41,2048,31,0.7122190594673157,0.01048225723206997,0.2772986888885498,0.0,PatternKV,NOT_SELECTED,False,75,128,0,0,0,eos,True,aime24:p11:s0:seed11042,True
5.174552917480469,0.15879710018634796,37.61541748046875,0.1442931443452835,18.887531280517578,0.14490555226802826,9.61304759979248,0.14750300347805023,4096,40,pattern_rolling_k2v2_s0_r128,4171,41,4096,0,0.6855753064155579,0.023942051455378532,0.29048264026641846,0.0,PatternKV,NOT_SELECTED,False,75,128,0,0,0,eos,True,aime24:p11:s0:seed11042,True
22.668174743652344,0.69564288854599,179.0810089111328,0.6869566440582275,89.57998657226562,0.6872596740722656,44.97677993774414,0.690125584602356,4096,40,pattern_rolling_k2v2_s0_r128,4171,41,4096,7,0.7792783975601196,0.015468134544789791,0.2052536904811859,0.0,PatternKV,NOT_SELECTED,False,75,128,0,0,0,eos,True,aime24:p11:s0:seed11042,True
10.964530944824219,0.33648043870925903,76.3283920288086,0.2927965223789215,38.26891326904297,0.293599933385849,20.183292388916016,0.309693306684494,4096,40,pattern_rolling_k2v2_s0_r128,4171,41,4096,15,0.7638644576072693,0.024191947653889656,0.21194370090961456,0.0,PatternKV,NOT_SELECTED,False,75,128,0,0,0,eos,True,aime24:p11:s0:seed11042,True
