task_key,method,config,trace_mode,outcome_class,checkpoint,layer,context_tokens,prompt_tokens,sink_length,recent_length,metric_region,metric_name,metric_value
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,0,192,64,0,128,E16,K_cosine,0.9999983906745911
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,0,192,64,0,128,E16,K_relative_l2,0.0
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,0,192,64,0,128,E16,K_relative_mse,0.0
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,0,192,64,0,128,E16,K_max_abs,0.0
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,0,192,64,0,128,E32,K_cosine,0.999998152256012
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,0,192,64,0,128,E32,K_relative_l2,0.0
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,0,192,64,0,128,E32,K_relative_mse,0.0
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,0,192,64,0,128,E32,K_max_abs,0.0
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,0,192,64,0,128,E64,K_cosine,0.9999967813491821
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,0,192,64,0,128,E64,K_relative_l2,0.0
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,0,192,64,0,128,E64,K_relative_mse,0.0
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,0,192,64,0,128,E64,K_max_abs,0.0
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,0,192,64,0,128,E128,K_cosine,0.9999955892562866
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,0,192,64,0,128,E128,K_relative_l2,0.0
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,0,192,64,0,128,E128,K_relative_mse,0.0
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,0,192,64,0,128,E128,K_max_abs,0.0
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,0,192,64,0,128,R128,K_cosine,0.9999954700469971
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,0,192,64,0,128,R128,K_relative_l2,0.0
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,0,192,64,0,128,R128,K_relative_mse,0.0
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,0,192,64,0,128,R128,K_max_abs,0.0
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,7,192,64,0,128,E16,K_cosine,0.999999463558197
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,7,192,64,0,128,E16,K_relative_l2,0.0
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,7,192,64,0,128,E16,K_relative_mse,0.0
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,7,192,64,0,128,E16,K_max_abs,0.0
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,7,192,64,0,128,E32,K_cosine,0.9999985098838806
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,7,192,64,0,128,E32,K_relative_l2,0.0
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,7,192,64,0,128,E32,K_relative_mse,0.0
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,7,192,64,0,128,E32,K_max_abs,0.0
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,7,192,64,0,128,E64,K_cosine,0.9999973177909851
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,7,192,64,0,128,E64,K_relative_l2,0.0
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,7,192,64,0,128,E64,K_relative_mse,0.0
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,7,192,64,0,128,E64,K_max_abs,0.0
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,7,192,64,0,128,E128,K_cosine,0.9999959468841553
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,7,192,64,0,128,E128,K_relative_l2,0.0004919941420666873
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,7,192,64,0,128,E128,K_relative_mse,2.420592579710501e-07
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,7,192,64,0,128,E128,K_max_abs,0.015625
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,7,192,64,0,128,R128,K_cosine,0.9999949336051941
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,7,192,64,0,128,R128,K_relative_l2,0.0006784778088331223
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,7,192,64,0,128,R128,K_relative_mse,4.603349452736438e-07
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,7,192,64,0,128,R128,K_max_abs,0.015625
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,15,192,64,0,128,E16,K_cosine,0.9999986886978149
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,15,192,64,0,128,E16,K_relative_l2,0.0
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,15,192,64,0,128,E16,K_relative_mse,0.0
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,15,192,64,0,128,E16,K_max_abs,0.0
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,15,192,64,0,128,E32,K_cosine,0.9999980926513672
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,15,192,64,0,128,E32,K_relative_l2,0.0
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,15,192,64,0,128,E32,K_relative_mse,0.0
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,15,192,64,0,128,E32,K_max_abs,0.0
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,15,192,64,0,128,E64,K_cosine,0.9999967813491821
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,15,192,64,0,128,E64,K_relative_l2,0.0
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,15,192,64,0,128,E64,K_relative_mse,0.0
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,15,192,64,0,128,E64,K_max_abs,0.0
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,15,192,64,0,128,E128,K_cosine,0.9999953508377075
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,15,192,64,0,128,E128,K_relative_l2,0.000723390665370971
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,15,192,64,0,128,E128,K_relative_mse,5.232965349932783e-07
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,15,192,64,0,128,E128,K_max_abs,0.0166015625
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,15,192,64,0,128,R128,K_cosine,0.9999944567680359
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,15,192,64,0,128,R128,K_relative_l2,0.0011355889728292823
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,15,192,64,0,128,R128,K_relative_mse,1.2895702639070805e-06
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,15,192,64,0,128,R128,K_max_abs,0.0391845703125
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,23,192,64,0,128,E16,K_cosine,0.9999990463256836
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,23,192,64,0,128,E16,K_relative_l2,0.0
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,23,192,64,0,128,E16,K_relative_mse,0.0
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,23,192,64,0,128,E16,K_max_abs,0.0
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,23,192,64,0,128,E32,K_cosine,0.9999983310699463
aime24:p12:s0:seed12042,KIVI,kivi_rolling_k2v2_s0_r128,teacher_forcing_common_trajectory,UNKNOWN,128,23,192,64,0,128,E32,K_relative_l2,0.0
